PassengerId,Age,SibSp,Parch,Fare,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Survived
1,22.0,1,0,7.25,0,0,1,0,1,0,0,1,0
2,38.0,1,0,71.2833,1,0,0,1,0,1,0,0,1
3,26.0,0,0,7.925,0,0,1,1,0,0,0,1,1
4,35.0,1,0,53.1,1,0,0,1,0,0,0,1,1
5,35.0,0,0,8.05,0,0,1,0,1,0,0,1,0
6,29.69911764705882,0,0,8.4583,0,0,1,0,1,0,1,0,0
7,54.0,0,0,51.8625,1,0,0,0,1,0,0,1,0
8,2.0,3,1,21.075,0,0,1,0,1,0,0,1,0
9,27.0,0,2,11.1333,0,0,1,1,0,0,0,1,1
10,14.0,1,0,30.0708,0,1,0,1,0,1,0,0,1
11,4.0,1,1,16.7,0,0,1,1,0,0,0,1,1
12,58.0,0,0,26.55,1,0,0,1,0,0,0,1,1
13,20.0,0,0,8.05,0,0,1,0,1,0,0,1,0
14,39.0,1,5,31.275,0,0,1,0,1,0,0,1,0
15,14.0,0,0,7.8542,0,0,1,1,0,0,0,1,0
16,55.0,0,0,16.0,0,1,0,1,0,0,0,1,1
17,2.0,4,1,29.125,0,0,1,0,1,0,1,0,0
18,29.69911764705882,0,0,13.0,0,1,0,0,1,0,0,1,1
19,31.0,1,0,18.0,0,0,1,1,0,0,0,1,0
20,29.69911764705882,0,0,7.225,0,0,1,1,0,1,0,0,1
21,35.0,0,0,26.0,0,1,0,0,1,0,0,1,0
22,34.0,0,0,13.0,0,1,0,0,1,0,0,1,1
23,15.0,0,0,8.0292,0,0,1,1,0,0,1,0,1
24,28.0,0,0,35.5,1,0,0,0,1,0,0,1,1
25,8.0,3,1,21.075,0,0,1,1,0,0,0,1,0
26,38.0,1,5,31.3875,0,0,1,1,0,0,0,1,1
27,29.69911764705882,0,0,7.225,0,0,1,0,1,1,0,0,0
28,19.0,3,2,263.0,1,0,0,0,1,0,0,1,0
29,29.69911764705882,0,0,7.8792,0,0,1,1,0,0,1,0,1
30,29.69911764705882,0,0,7.8958,0,0,1,0,1,0,0,1,0
31,40.0,0,0,27.7208,1,0,0,0,1,1,0,0,0
32,29.69911764705882,1,0,146.5208,1,0,0,1,0,1,0,0,1
33,29.69911764705882,0,0,7.75,0,0,1,1,0,0,1,0,1
34,66.0,0,0,10.5,0,1,0,0,1,0,0,1,0
35,28.0,1,0,82.1708,1,0,0,0,1,1,0,0,0
36,42.0,1,0,52.0,1,0,0,0,1,0,0,1,0
37,29.69911764705882,0,0,7.2292,0,0,1,0,1,1,0,0,1
38,21.0,0,0,8.05,0,0,1,0,1,0,0,1,0
39,18.0,2,0,18.0,0,0,1,1,0,0,0,1,0
40,14.0,1,0,11.2417,0,0,1,1,0,1,0,0,1
41,40.0,1,0,9.475,0,0,1,1,0,0,0,1,0
42,27.0,1,0,21.0,0,1,0,1,0,0,0,1,0
43,29.69911764705882,0,0,7.8958,0,0,1,0,1,1,0,0,0
44,3.0,1,2,41.5792,0,1,0,1,0,1,0,0,1
45,19.0,0,0,7.8792,0,0,1,1,0,0,1,0,1
46,29.69911764705882,0,0,8.05,0,0,1,0,1,0,0,1,0
47,29.69911764705882,1,0,15.5,0,0,1,0,1,0,1,0,0
48,29.69911764705882,0,0,7.75,0,0,1,1,0,0,1,0,1
49,29.69911764705882,2,0,21.6792,0,0,1,0,1,1,0,0,0
50,18.0,1,0,17.8,0,0,1,1,0,0,0,1,0
51,7.0,4,1,39.6875,0,0,1,0,1,0,0,1,0
52,21.0,0,0,7.8,0,0,1,0,1,0,0,1,0
53,49.0,1,0,76.7292,1,0,0,1,0,1,0,0,1
54,29.0,1,0,26.0,0,1,0,1,0,0,0,1,1
55,65.0,0,1,61.9792,1,0,0,0,1,1,0,0,0
56,29.69911764705882,0,0,35.5,1,0,0,0,1,0,0,1,1
57,21.0,0,0,10.5,0,1,0,1,0,0,0,1,1
58,28.5,0,0,7.2292,0,0,1,0,1,1,0,0,0
59,5.0,1,2,27.75,0,1,0,1,0,0,0,1,1
60,11.0,5,2,46.9,0,0,1,0,1,0,0,1,0
61,22.0,0,0,7.2292,0,0,1,0,1,1,0,0,0
62,38.0,0,0,80.0,1,0,0,1,0,0,0,1,1
63,45.0,1,0,83.475,1,0,0,0,1,0,0,1,0
64,4.0,3,2,27.9,0,0,1,0,1,0,0,1,0
65,29.69911764705882,0,0,27.7208,1,0,0,0,1,1,0,0,0
66,29.69911764705882,1,1,15.2458,0,0,1,0,1,1,0,0,1
67,29.0,0,0,10.5,0,1,0,1,0,0,0,1,1
68,19.0,0,0,8.1583,0,0,1,0,1,0,0,1,0
69,17.0,4,2,7.925,0,0,1,1,0,0,0,1,1
70,26.0,2,0,8.6625,0,0,1,0,1,0,0,1,0
71,32.0,0,0,10.5,0,1,0,0,1,0,0,1,0
72,16.0,5,2,46.9,0,0,1,1,0,0,0,1,0
73,21.0,0,0,73.5,0,1,0,0,1,0,0,1,0
74,26.0,1,0,14.4542,0,0,1,0,1,1,0,0,0
75,32.0,0,0,56.4958,0,0,1,0,1,0,0,1,1
76,25.0,0,0,7.65,0,0,1,0,1,0,0,1,0
77,29.69911764705882,0,0,7.8958,0,0,1,0,1,0,0,1,0
78,29.69911764705882,0,0,8.05,0,0,1,0,1,0,0,1,0
79,0.83,0,2,29.0,0,1,0,0,1,0,0,1,1
80,30.0,0,0,12.475,0,0,1,1,0,0,0,1,1
81,22.0,0,0,9.0,0,0,1,0,1,0,0,1,0
82,29.0,0,0,9.5,0,0,1,0,1,0,0,1,1
83,29.69911764705882,0,0,7.7875,0,0,1,1,0,0,1,0,1
84,28.0,0,0,47.1,1,0,0,0,1,0,0,1,0
85,17.0,0,0,10.5,0,1,0,1,0,0,0,1,1
86,33.0,3,0,15.85,0,0,1,1,0,0,0,1,1
87,16.0,1,3,34.375,0,0,1,0,1,0,0,1,0
88,29.69911764705882,0,0,8.05,0,0,1,0,1,0,0,1,0
89,23.0,3,2,263.0,1,0,0,1,0,0,0,1,1
90,24.0,0,0,8.05,0,0,1,0,1,0,0,1,0
91,29.0,0,0,8.05,0,0,1,0,1,0,0,1,0
92,20.0,0,0,7.8542,0,0,1,0,1,0,0,1,0
93,46.0,1,0,61.175,1,0,0,0,1,0,0,1,0
94,26.0,1,2,20.575,0,0,1,0,1,0,0,1,0
95,59.0,0,0,7.25,0,0,1,0,1,0,0,1,0
96,29.69911764705882,0,0,8.05,0,0,1,0,1,0,0,1,0
97,71.0,0,0,34.6542,1,0,0,0,1,1,0,0,0
98,23.0,0,1,63.3583,1,0,0,0,1,1,0,0,1
99,34.0,0,1,23.0,0,1,0,1,0,0,0,1,1
100,34.0,1,0,26.0,0,1,0,0,1,0,0,1,0
101,28.0,0,0,7.8958,0,0,1,1,0,0,0,1,0
102,29.69911764705882,0,0,7.8958,0,0,1,0,1,0,0,1,0
103,21.0,0,1,77.2875,1,0,0,0,1,0,0,1,0
104,33.0,0,0,8.6542,0,0,1,0,1,0,0,1,0
105,37.0,2,0,7.925,0,0,1,0,1,0,0,1,0
106,28.0,0,0,7.8958,0,0,1,0,1,0,0,1,0
107,21.0,0,0,7.65,0,0,1,1,0,0,0,1,1
108,29.69911764705882,0,0,7.775,0,0,1,0,1,0,0,1,1
109,38.0,0,0,7.8958,0,0,1,0,1,0,0,1,0
110,29.69911764705882,1,0,24.15,0,0,1,1,0,0,1,0,1
111,47.0,0,0,52.0,1,0,0,0,1,0,0,1,0
112,14.5,1,0,14.4542,0,0,1,1,0,1,0,0,0
113,22.0,0,0,8.05,0,0,1,0,1,0,0,1,0
114,20.0,1,0,9.825,0,0,1,1,0,0,0,1,0
115,17.0,0,0,14.4583,0,0,1,1,0,1,0,0,0
116,21.0,0,0,7.925,0,0,1,0,1,0,0,1,0
117,70.5,0,0,7.75,0,0,1,0,1,0,1,0,0
118,29.0,1,0,21.0,0,1,0,0,1,0,0,1,0
119,24.0,0,1,247.5208,1,0,0,0,1,1,0,0,0
120,2.0,4,2,31.275,0,0,1,1,0,0,0,1,0
121,21.0,2,0,73.5,0,1,0,0,1,0,0,1,0
122,29.69911764705882,0,0,8.05,0,0,1,0,1,0,0,1,0
123,32.5,1,0,30.0708,0,1,0,0,1,1,0,0,0
124,32.5,0,0,13.0,0,1,0,1,0,0,0,1,1
125,54.0,0,1,77.2875,1,0,0,0,1,0,0,1,0
126,12.0,1,0,11.2417,0,0,1,0,1,1,0,0,1
127,29.69911764705882,0,0,7.75,0,0,1,0,1,0,1,0,0
128,24.0,0,0,7.1417,0,0,1,0,1,0,0,1,1
129,29.69911764705882,1,1,22.3583,0,0,1,1,0,1,0,0,1
130,45.0,0,0,6.975,0,0,1,0,1,0,0,1,0
131,33.0,0,0,7.8958,0,0,1,0,1,1,0,0,0
132,20.0,0,0,7.05,0,0,1,0,1,0,0,1,0
133,47.0,1,0,14.5,0,0,1,1,0,0,0,1,0
134,29.0,1,0,26.0,0,1,0,1,0,0,0,1,1
135,25.0,0,0,13.0,0,1,0,0,1,0,0,1,0
136,23.0,0,0,15.0458,0,1,0,0,1,1,0,0,0
137,19.0,0,2,26.2833,1,0,0,1,0,0,0,1,1
138,37.0,1,0,53.1,1,0,0,0,1,0,0,1,0
139,16.0,0,0,9.2167,0,0,1,0,1,0,0,1,0
140,24.0,0,0,79.2,1,0,0,0,1,1,0,0,0
141,29.69911764705882,0,2,15.2458,0,0,1,1,0,1,0,0,0
142,22.0,0,0,7.75,0,0,1,1,0,0,0,1,1
143,24.0,1,0,15.85,0,0,1,1,0,0,0,1,1
144,19.0,0,0,6.75,0,0,1,0,1,0,1,0,0
145,18.0,0,0,11.5,0,1,0,0,1,0,0,1,0
146,19.0,1,1,36.75,0,1,0,0,1,0,0,1,0
147,27.0,0,0,7.7958,0,0,1,0,1,0,0,1,1
148,9.0,2,2,34.375,0,0,1,1,0,0,0,1,0
149,36.5,0,2,26.0,0,1,0,0,1,0,0,1,0
150,42.0,0,0,13.0,0,1,0,0,1,0,0,1,0
151,51.0,0,0,12.525,0,1,0,0,1,0,0,1,0
152,22.0,1,0,66.6,1,0,0,1,0,0,0,1,1
153,55.5,0,0,8.05,0,0,1,0,1,0,0,1,0
154,40.5,0,2,14.5,0,0,1,0,1,0,0,1,0
155,29.69911764705882,0,0,7.3125,0,0,1,0,1,0,0,1,0
156,51.0,0,1,61.3792,1,0,0,0,1,1,0,0,0
157,16.0,0,0,7.7333,0,0,1,1,0,0,1,0,1
158,30.0,0,0,8.05,0,0,1,0,1,0,0,1,0
159,29.69911764705882,0,0,8.6625,0,0,1,0,1,0,0,1,0
160,29.69911764705882,8,2,69.55,0,0,1,0,1,0,0,1,0
161,44.0,0,1,16.1,0,0,1,0,1,0,0,1,0
162,40.0,0,0,15.75,0,1,0,1,0,0,0,1,1
163,26.0,0,0,7.775,0,0,1,0,1,0,0,1,0
164,17.0,0,0,8.6625,0,0,1,0,1,0,0,1,0
165,1.0,4,1,39.6875,0,0,1,0,1,0,0,1,0
166,9.0,0,2,20.525,0,0,1,0,1,0,0,1,1
167,29.69911764705882,0,1,55.0,1,0,0,1,0,0,0,1,1
168,45.0,1,4,27.9,0,0,1,1,0,0,0,1,0
169,29.69911764705882,0,0,25.925,1,0,0,0,1,0,0,1,0
170,28.0,0,0,56.4958,0,0,1,0,1,0,0,1,0
171,61.0,0,0,33.5,1,0,0,0,1,0,0,1,0
172,4.0,4,1,29.125,0,0,1,0,1,0,1,0,0
173,1.0,1,1,11.1333,0,0,1,1,0,0,0,1,1
174,21.0,0,0,7.925,0,0,1,0,1,0,0,1,0
175,56.0,0,0,30.6958,1,0,0,0,1,1,0,0,0
176,18.0,1,1,7.8542,0,0,1,0,1,0,0,1,0
177,29.69911764705882,3,1,25.4667,0,0,1,0,1,0,0,1,0
178,50.0,0,0,28.7125,1,0,0,1,0,1,0,0,0
179,30.0,0,0,13.0,0,1,0,0,1,0,0,1,0
180,36.0,0,0,0.0,0,0,1,0,1,0,0,1,0
181,29.69911764705882,8,2,69.55,0,0,1,1,0,0,0,1,0
182,29.69911764705882,0,0,15.05,0,1,0,0,1,1,0,0,0
183,9.0,4,2,31.3875,0,0,1,0,1,0,0,1,0
184,1.0,2,1,39.0,0,1,0,0,1,0,0,1,1
185,4.0,0,2,22.025,0,0,1,1,0,0,0,1,1
186,29.69911764705882,0,0,50.0,1,0,0,0,1,0,0,1,0
187,29.69911764705882,1,0,15.5,0,0,1,1,0,0,1,0,1
188,45.0,0,0,26.55,1,0,0,0,1,0,0,1,1
189,40.0,1,1,15.5,0,0,1,0,1,0,1,0,0
190,36.0,0,0,7.8958,0,0,1,0,1,0,0,1,0
191,32.0,0,0,13.0,0,1,0,1,0,0,0,1,1
192,19.0,0,0,13.0,0,1,0,0,1,0,0,1,0
193,19.0,1,0,7.8542,0,0,1,1,0,0,0,1,1
194,3.0,1,1,26.0,0,1,0,0,1,0,0,1,1
195,44.0,0,0,27.7208,1,0,0,1,0,1,0,0,1
196,58.0,0,0,146.5208,1,0,0,1,0,1,0,0,1
197,29.69911764705882,0,0,7.75,0,0,1,0,1,0,1,0,0
198,42.0,0,1,8.4042,0,0,1,0,1,0,0,1,0
199,29.69911764705882,0,0,7.75,0,0,1,1,0,0,1,0,1
200,24.0,0,0,13.0,0,1,0,1,0,0,0,1,0
201,28.0,0,0,9.5,0,0,1,0,1,0,0,1,0
202,29.69911764705882,8,2,69.55,0,0,1,0,1,0,0,1,0
203,34.0,0,0,6.4958,0,0,1,0,1,0,0,1,0
204,45.5,0,0,7.225,0,0,1,0,1,1,0,0,0
205,18.0,0,0,8.05,0,0,1,0,1,0,0,1,1
206,2.0,0,1,10.4625,0,0,1,1,0,0,0,1,0
207,32.0,1,0,15.85,0,0,1,0,1,0,0,1,0
208,26.0,0,0,18.7875,0,0,1,0,1,1,0,0,1
209,16.0,0,0,7.75,0,0,1,1,0,0,1,0,1
210,40.0,0,0,31.0,1,0,0,0,1,1,0,0,1
211,24.0,0,0,7.05,0,0,1,0,1,0,0,1,0
212,35.0,0,0,21.0,0,1,0,1,0,0,0,1,1
213,22.0,0,0,7.25,0,0,1,0,1,0,0,1,0
214,30.0,0,0,13.0,0,1,0,0,1,0,0,1,0
215,29.69911764705882,1,0,7.75,0,0,1,0,1,0,1,0,0
216,31.0,1,0,113.275,1,0,0,1,0,1,0,0,1
217,27.0,0,0,7.925,0,0,1,1,0,0,0,1,1
218,42.0,1,0,27.0,0,1,0,0,1,0,0,1,0
219,32.0,0,0,76.2917,1,0,0,1,0,1,0,0,1
220,30.0,0,0,10.5,0,1,0,0,1,0,0,1,0
221,16.0,0,0,8.05,0,0,1,0,1,0,0,1,1
222,27.0,0,0,13.0,0,1,0,0,1,0,0,1,0
223,51.0,0,0,8.05,0,0,1,0,1,0,0,1,0
224,29.69911764705882,0,0,7.8958,0,0,1,0,1,0,0,1,0
225,38.0,1,0,90.0,1,0,0,0,1,0,0,1,1
226,22.0,0,0,9.35,0,0,1,0,1,0,0,1,0
227,19.0,0,0,10.5,0,1,0,0,1,0,0,1,1
228,20.5,0,0,7.25,0,0,1,0,1,0,0,1,0
229,18.0,0,0,13.0,0,1,0,0,1,0,0,1,0
230,29.69911764705882,3,1,25.4667,0,0,1,1,0,0,0,1,0
231,35.0,1,0,83.475,1,0,0,1,0,0,0,1,1
232,29.0,0,0,7.775,0,0,1,0,1,0,0,1,0
233,59.0,0,0,13.5,0,1,0,0,1,0,0,1,0
234,5.0,4,2,31.3875,0,0,1,1,0,0,0,1,1
235,24.0,0,0,10.5,0,1,0,0,1,0,0,1,0
236,29.69911764705882,0,0,7.55,0,0,1,1,0,0,0,1,0
237,44.0,1,0,26.0,0,1,0,0,1,0,0,1,0
238,8.0,0,2,26.25,0,1,0,1,0,0,0,1,1
239,19.0,0,0,10.5,0,1,0,0,1,0,0,1,0
240,33.0,0,0,12.275,0,1,0,0,1,0,0,1,0
241,29.69911764705882,1,0,14.4542,0,0,1,1,0,1,0,0,0
242,29.69911764705882,1,0,15.5,0,0,1,1,0,0,1,0,1
243,29.0,0,0,10.5,0,1,0,0,1,0,0,1,0
244,22.0,0,0,7.125,0,0,1,0,1,0,0,1,0
245,30.0,0,0,7.225,0,0,1,0,1,1,0,0,0
246,44.0,2,0,90.0,1,0,0,0,1,0,1,0,0
247,25.0,0,0,7.775,0,0,1,1,0,0,0,1,0
248,24.0,0,2,14.5,0,1,0,1,0,0,0,1,1
249,37.0,1,1,52.5542,1,0,0,0,1,0,0,1,1
250,54.0,1,0,26.0,0,1,0,0,1,0,0,1,0
251,29.69911764705882,0,0,7.25,0,0,1,0,1,0,0,1,0
252,29.0,1,1,10.4625,0,0,1,1,0,0,0,1,0
253,62.0,0,0,26.55,1,0,0,0,1,0,0,1,0
254,30.0,1,0,16.1,0,0,1,0,1,0,0,1,0
255,41.0,0,2,20.2125,0,0,1,1,0,0,0,1,0
256,29.0,0,2,15.2458,0,0,1,1,0,1,0,0,1
257,29.69911764705882,0,0,79.2,1,0,0,1,0,1,0,0,1
258,30.0,0,0,86.5,1,0,0,1,0,0,0,1,1
259,35.0,0,0,512.3292,1,0,0,1,0,1,0,0,1
260,50.0,0,1,26.0,0,1,0,1,0,0,0,1,1
261,29.69911764705882,0,0,7.75,0,0,1,0,1,0,1,0,0
262,3.0,4,2,31.3875,0,0,1,0,1,0,0,1,1
263,52.0,1,1,79.65,1,0,0,0,1,0,0,1,0
264,40.0,0,0,0.0,1,0,0,0,1,0,0,1,0
265,29.69911764705882,0,0,7.75,0,0,1,1,0,0,1,0,0
266,36.0,0,0,10.5,0,1,0,0,1,0,0,1,0
267,16.0,4,1,39.6875,0,0,1,0,1,0,0,1,0
268,25.0,1,0,7.775,0,0,1,0,1,0,0,1,1
269,58.0,0,1,153.4625,1,0,0,1,0,0,0,1,1
270,35.0,0,0,135.6333,1,0,0,1,0,0,0,1,1
271,29.69911764705882,0,0,31.0,1,0,0,0,1,0,0,1,0
272,25.0,0,0,0.0,0,0,1,0,1,0,0,1,1
273,41.0,0,1,19.5,0,1,0,1,0,0,0,1,1
274,37.0,0,1,29.7,1,0,0,0,1,1,0,0,0
275,29.69911764705882,0,0,7.75,0,0,1,1,0,0,1,0,1
276,63.0,1,0,77.9583,1,0,0,1,0,0,0,1,1
277,45.0,0,0,7.75,0,0,1,1,0,0,0,1,0
278,29.69911764705882,0,0,0.0,0,1,0,0,1,0,0,1,0
279,7.0,4,1,29.125,0,0,1,0,1,0,1,0,0
280,35.0,1,1,20.25,0,0,1,1,0,0,0,1,1
281,65.0,0,0,7.75,0,0,1,0,1,0,1,0,0
282,28.0,0,0,7.8542,0,0,1,0,1,0,0,1,0
283,16.0,0,0,9.5,0,0,1,0,1,0,0,1,0
284,19.0,0,0,8.05,0,0,1,0,1,0,0,1,1
285,29.69911764705882,0,0,26.0,1,0,0,0,1,0,0,1,0
286,33.0,0,0,8.6625,0,0,1,0,1,1,0,0,0
287,30.0,0,0,9.5,0,0,1,0,1,0,0,1,1
288,22.0,0,0,7.8958,0,0,1,0,1,0,0,1,0
289,42.0,0,0,13.0,0,1,0,0,1,0,0,1,1
290,22.0,0,0,7.75,0,0,1,1,0,0,1,0,1
291,26.0,0,0,78.85,1,0,0,1,0,0,0,1,1
292,19.0,1,0,91.0792,1,0,0,1,0,1,0,0,1
293,36.0,0,0,12.875,0,1,0,0,1,1,0,0,0
294,24.0,0,0,8.85,0,0,1,1,0,0,0,1,0
295,24.0,0,0,7.8958,0,0,1,0,1,0,0,1,0
296,29.69911764705882,0,0,27.7208,1,0,0,0,1,1,0,0,0
297,23.5,0,0,7.2292,0,0,1,0,1,1,0,0,0
