PassengerId,Age,SibSp,Parch,Fare,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Survived
592,52.0,1,0,78.2667,1,0,0,1,0,1,0,0,1
593,47.0,0,0,7.25,0,0,1,0,1,0,0,1,0
594,29.69911764705882,0,2,7.75,0,0,1,1,0,0,1,0,0
595,37.0,1,0,26.0,0,1,0,0,1,0,0,1,0
596,36.0,1,1,24.15,0,0,1,0,1,0,0,1,0
597,29.69911764705882,0,0,33.0,0,1,0,1,0,0,0,1,1
598,49.0,0,0,0.0,0,0,1,0,1,0,0,1,0
599,29.69911764705882,0,0,7.225,0,0,1,0,1,1,0,0,0
600,49.0,1,0,56.9292,1,0,0,0,1,1,0,0,1
601,24.0,2,1,27.0,0,1,0,1,0,0,0,1,1
602,29.69911764705882,0,0,7.8958,0,0,1,0,1,0,0,1,0
603,29.69911764705882,0,0,42.4,1,0,0,0,1,0,0,1,0
604,44.0,0,0,8.05,0,0,1,0,1,0,0,1,0
605,35.0,0,0,26.55,1,0,0,0,1,1,0,0,1
606,36.0,1,0,15.55,0,0,1,0,1,0,0,1,0
607,30.0,0,0,7.8958,0,0,1,0,1,0,0,1,0
608,27.0,0,0,30.5,1,0,0,0,1,0,0,1,1
609,22.0,1,2,41.5792,0,1,0,1,0,1,0,0,1
610,40.0,0,0,153.4625,1,0,0,1,0,0,0,1,1
611,39.0,1,5,31.275,0,0,1,1,0,0,0,1,0
612,29.69911764705882,0,0,7.05,0,0,1,0,1,0,0,1,0
613,29.69911764705882,1,0,15.5,0,0,1,1,0,0,1,0,1
614,29.69911764705882,0,0,7.75,0,0,1,0,1,0,1,0,0
615,35.0,0,0,8.05,0,0,1,0,1,0,0,1,0
616,24.0,1,2,65.0,0,1,0,1,0,0,0,1,1
617,34.0,1,1,14.4,0,0,1,0,1,0,0,1,0
618,26.0,1,0,16.1,0,0,1,1,0,0,0,1,0
619,4.0,2,1,39.0,0,1,0,1,0,0,0,1,1
620,26.0,0,0,10.5,0,1,0,0,1,0,0,1,0
621,27.0,1,0,14.4542,0,0,1,0,1,1,0,0,0
622,42.0,1,0,52.5542,1,0,0,0,1,0,0,1,1
623,20.0,1,1,15.7417,0,0,1,0,1,1,0,0,1
624,21.0,0,0,7.8542,0,0,1,0,1,0,0,1,0
625,21.0,0,0,16.1,0,0,1,0,1,0,0,1,0
626,61.0,0,0,32.3208,1,0,0,0,1,0,0,1,0
627,57.0,0,0,12.35,0,1,0,0,1,0,1,0,0
628,21.0,0,0,77.9583,1,0,0,1,0,0,0,1,1
629,26.0,0,0,7.8958,0,0,1,0,1,0,0,1,0
630,29.69911764705882,0,0,7.7333,0,0,1,0,1,0,1,0,0
631,80.0,0,0,30.0,1,0,0,0,1,0,0,1,1
632,51.0,0,0,7.0542,0,0,1,0,1,0,0,1,0
633,32.0,0,0,30.5,1,0,0,0,1,1,0,0,1
634,29.69911764705882,0,0,0.0,1,0,0,0,1,0,0,1,0
635,9.0,3,2,27.9,0,0,1,1,0,0,0,1,0
636,28.0,0,0,13.0,0,1,0,1,0,0,0,1,1
637,32.0,0,0,7.925,0,0,1,0,1,0,0,1,0
638,31.0,1,1,26.25,0,1,0,0,1,0,0,1,0
639,41.0,0,5,39.6875,0,0,1,1,0,0,0,1,0
640,29.69911764705882,1,0,16.1,0,0,1,0,1,0,0,1,0
641,20.0,0,0,7.8542,0,0,1,0,1,0,0,1,0
642,24.0,0,0,69.3,1,0,0,1,0,1,0,0,1
643,2.0,3,2,27.9,0,0,1,1,0,0,0,1,0
644,29.69911764705882,0,0,56.4958,0,0,1,0,1,0,0,1,1
645,0.75,2,1,19.2583,0,0,1,1,0,1,0,0,1
646,48.0,1,0,76.7292,1,0,0,0,1,1,0,0,1
647,19.0,0,0,7.8958,0,0,1,0,1,0,0,1,0
648,56.0,0,0,35.5,1,0,0,0,1,1,0,0,1
649,29.69911764705882,0,0,7.55,0,0,1,0,1,0,0,1,0
650,23.0,0,0,7.55,0,0,1,1,0,0,0,1,1
651,29.69911764705882,0,0,7.8958,0,0,1,0,1,0,0,1,0
652,18.0,0,1,23.0,0,1,0,1,0,0,0,1,1
653,21.0,0,0,8.4333,0,0,1,0,1,0,0,1,0
654,29.69911764705882,0,0,7.8292,0,0,1,1,0,0,1,0,1
655,18.0,0,0,6.75,0,0,1,1,0,0,1,0,0
656,24.0,2,0,73.5,0,1,0,0,1,0,0,1,0
657,29.69911764705882,0,0,7.8958,0,0,1,0,1,0,0,1,0
658,32.0,1,1,15.5,0,0,1,1,0,0,1,0,0
659,23.0,0,0,13.0,0,1,0,0,1,0,0,1,0
660,58.0,0,2,113.275,1,0,0,0,1,1,0,0,0
661,50.0,2,0,133.65,1,0,0,0,1,0,0,1,1
662,40.0,0,0,7.225,0,0,1,0,1,1,0,0,0
663,47.0,0,0,25.5875,1,0,0,0,1,0,0,1,0
664,36.0,0,0,7.4958,0,0,1,0,1,0,0,1,0
665,20.0,1,0,7.925,0,0,1,0,1,0,0,1,1
666,32.0,2,0,73.5,0,1,0,0,1,0,0,1,0
667,25.0,0,0,13.0,0,1,0,0,1,0,0,1,0
668,29.69911764705882,0,0,7.775,0,0,1,0,1,0,0,1,0
669,43.0,0,0,8.05,0,0,1,0,1,0,0,1,0
670,29.69911764705882,1,0,52.0,1,0,0,1,0,0,0,1,1
671,40.0,1,1,39.0,0,1,0,1,0,0,0,1,1
672,31.0,1,0,52.0,1,0,0,0,1,0,0,1,0
673,70.0,0,0,10.5,0,1,0,0,1,0,0,1,0
674,31.0,0,0,13.0,0,1,0,0,1,0,0,1,1
675,29.69911764705882,0,0,0.0,0,1,0,0,1,0,0,1,0
676,18.0,0,0,7.775,0,0,1,0,1,0,0,1,0
677,24.5,0,0,8.05,0,0,1,0,1,0,0,1,0
678,18.0,0,0,9.8417,0,0,1,1,0,0,0,1,1
679,43.0,1,6,46.9,0,0,1,1,0,0,0,1,0
680,36.0,0,1,512.3292,1,0,0,0,1,1,0,0,1
681,29.69911764705882,0,0,8.1375,0,0,1,1,0,0,1,0,0
682,27.0,0,0,76.7292,1,0,0,0,1,1,0,0,1
683,20.0,0,0,9.225,0,0,1,0,1,0,0,1,0
684,14.0,5,2,46.9,0,0,1,0,1,0,0,1,0
685,60.0,1,1,39.0,0,1,0,0,1,0,0,1,0
686,25.0,1,2,41.5792,0,1,0,0,1,1,0,0,0
687,14.0,4,1,39.6875,0,0,1,0,1,0,0,1,0
688,19.0,0,0,10.1708,0,0,1,0,1,0,0,1,0
689,18.0,0,0,7.7958,0,0,1,0,1,0,0,1,0
690,15.0,0,1,211.3375,1,0,0,1,0,0,0,1,1
691,31.0,1,0,57.0,1,0,0,0,1,0,0,1,1
692,4.0,0,1,13.4167,0,0,1,1,0,1,0,0,1
693,29.69911764705882,0,0,56.4958,0,0,1,0,1,0,0,1,1
694,25.0,0,0,7.225,0,0,1,0,1,1,0,0,0
695,60.0,0,0,26.55,1,0,0,0,1,0,0,1,0
696,52.0,0,0,13.5,0,1,0,0,1,0,0,1,0
697,44.0,0,0,8.05,0,0,1,0,1,0,0,1,0
698,29.69911764705882,0,0,7.7333,0,0,1,1,0,0,1,0,1
699,49.0,1,1,110.8833,1,0,0,0,1,1,0,0,0
700,42.0,0,0,7.65,0,0,1,0,1,0,0,1,0
701,18.0,1,0,227.525,1,0,0,1,0,1,0,0,1
702,35.0,0,0,26.2875,1,0,0,0,1,0,0,1,1
703,18.0,0,1,14.4542,0,0,1,1,0,1,0,0,0
704,25.0,0,0,7.7417,0,0,1,0,1,0,1,0,0
705,26.0,1,0,7.8542,0,0,1,0,1,0,0,1,0
706,39.0,0,0,26.0,0,1,0,0,1,0,0,1,0
707,45.0,0,0,13.5,0,1,0,1,0,0,0,1,1
708,42.0,0,0,26.2875,1,0,0,0,1,0,0,1,1
709,22.0,0,0,151.55,1,0,0,1,0,0,0,1,1
710,29.69911764705882,1,1,15.2458,0,0,1,0,1,1,0,0,1
711,24.0,0,0,49.5042,1,0,0,1,0,1,0,0,1
712,29.69911764705882,0,0,26.55,1,0,0,0,1,0,0,1,0
713,48.0,1,0,52.0,1,0,0,0,1,0,0,1,1
714,29.0,0,0,9.4833,0,0,1,0,1,0,0,1,0
715,52.0,0,0,13.0,0,1,0,0,1,0,0,1,0
716,19.0,0,0,7.65,0,0,1,0,1,0,0,1,0
717,38.0,0,0,227.525,1,0,0,1,0,1,0,0,1
718,27.0,0,0,10.5,0,1,0,1,0,0,0,1,1
719,29.69911764705882,0,0,15.5,0,0,1,0,1,0,1,0,0
720,33.0,0,0,7.775,0,0,1,0,1,0,0,1,0
721,6.0,0,1,33.0,0,1,0,1,0,0,0,1,1
722,17.0,1,0,7.0542,0,0,1,0,1,0,0,1,0
723,34.0,0,0,13.0,0,1,0,0,1,0,0,1,0
724,50.0,0,0,13.0,0,1,0,0,1,0,0,1,0
725,27.0,1,0,53.1,1,0,0,0,1,0,0,1,1
726,20.0,0,0,8.6625,0,0,1,0,1,0,0,1,0
727,30.0,3,0,21.0,0,1,0,1,0,0,0,1,1
728,29.69911764705882,0,0,7.7375,0,0,1,1,0,0,1,0,1
729,25.0,1,0,26.0,0,1,0,0,1,0,0,1,0
730,25.0,1,0,7.925,0,0,1,1,0,0,0,1,0
731,29.0,0,0,211.3375,1,0,0,1,0,0,0,1,1
732,11.0,0,0,18.7875,0,0,1,0,1,1,0,0,0
733,29.69911764705882,0,0,0.0,0,1,0,0,1,0,0,1,0
734,23.0,0,0,13.0,0,1,0,0,1,0,0,1,0
735,23.0,0,0,13.0,0,1,0,0,1,0,0,1,0
736,28.5,0,0,16.1,0,0,1,0,1,0,0,1,0
737,48.0,1,3,34.375,0,0,1,1,0,0,0,1,0
738,35.0,0,0,512.3292,1,0,0,0,1,1,0,0,1
739,29.69911764705882,0,0,7.8958,0,0,1,0,1,0,0,1,0
740,29.69911764705882,0,0,7.8958,0,0,1,0,1,0,0,1,0
741,29.69911764705882,0,0,30.0,1,0,0,0,1,0,0,1,1
742,36.0,1,0,78.85,1,0,0,0,1,0,0,1,0
743,21.0,2,2,262.375,1,0,0,1,0,1,0,0,1
744,24.0,1,0,16.1,0,0,1,0,1,0,0,1,0
745,31.0,0,0,7.925,0,0,1,0,1,0,0,1,1
746,70.0,1,1,71.0,1,0,0,0,1,0,0,1,0
747,16.0,1,1,20.25,0,0,1,0,1,0,0,1,0
748,30.0,0,0,13.0,0,1,0,1,0,0,0,1,1
749,19.0,1,0,53.1,1,0,0,0,1,0,0,1,0
750,31.0,0,0,7.75,0,0,1,0,1,0,1,0,0
751,4.0,1,1,23.0,0,1,0,1,0,0,0,1,1
752,6.0,0,1,12.475,0,0,1,0,1,0,0,1,1
753,33.0,0,0,9.5,0,0,1,0,1,0,0,1,0
754,23.0,0,0,7.8958,0,0,1,0,1,0,0,1,0
755,48.0,1,2,65.0,0,1,0,1,0,0,0,1,1
756,0.67,1,1,14.5,0,1,0,0,1,0,0,1,1
757,28.0,0,0,7.7958,0,0,1,0,1,0,0,1,0
758,18.0,0,0,11.5,0,1,0,0,1,0,0,1,0
759,34.0,0,0,8.05,0,0,1,0,1,0,0,1,0
760,33.0,0,0,86.5,1,0,0,1,0,0,0,1,1
761,29.69911764705882,0,0,14.5,0,0,1,0,1,0,0,1,0
762,41.0,0,0,7.125,0,0,1,0,1,0,0,1,0
763,20.0,0,0,7.2292,0,0,1,0,1,1,0,0,1
764,36.0,1,2,120.0,1,0,0,1,0,0,0,1,1
765,16.0,0,0,7.775,0,0,1,0,1,0,0,1,0
766,51.0,1,0,77.9583,1,0,0,1,0,0,0,1,1
767,29.69911764705882,0,0,39.6,1,0,0,0,1,1,0,0,0
768,30.5,0,0,7.75,0,0,1,1,0,0,1,0,0
769,29.69911764705882,1,0,24.15,0,0,1,0,1,0,1,0,0
770,32.0,0,0,8.3625,0,0,1,0,1,0,0,1,0
771,24.0,0,0,9.5,0,0,1,0,1,0,0,1,0
772,48.0,0,0,7.8542,0,0,1,0,1,0,0,1,0
773,57.0,0,0,10.5,0,1,0,1,0,0,0,1,0
774,29.69911764705882,0,0,7.225,0,0,1,0,1,1,0,0,0
775,54.0,1,3,23.0,0,1,0,1,0,0,0,1,1
776,18.0,0,0,7.75,0,0,1,0,1,0,0,1,0
777,29.69911764705882,0,0,7.75,0,0,1,0,1,0,1,0,0
778,5.0,0,0,12.475,0,0,1,1,0,0,0,1,1
779,29.69911764705882,0,0,7.7375,0,0,1,0,1,0,1,0,0
780,43.0,0,1,211.3375,1,0,0,1,0,0,0,1,1
781,13.0,0,0,7.2292,0,0,1,1,0,1,0,0,1
782,17.0,1,0,57.0,1,0,0,1,0,0,0,1,1
783,29.0,0,0,30.0,1,0,0,0,1,0,0,1,0
784,29.69911764705882,1,2,23.45,0,0,1,0,1,0,0,1,0
785,25.0,0,0,7.05,0,0,1,0,1,0,0,1,0
786,25.0,0,0,7.25,0,0,1,0,1,0,0,1,0
787,18.0,0,0,7.4958,0,0,1,1,0,0,0,1,1
788,8.0,4,1,29.125,0,0,1,0,1,0,1,0,0
789,1.0,1,2,20.575,0,0,1,0,1,0,0,1,1
790,46.0,0,0,79.2,1,0,0,0,1,1,0,0,0
791,29.69911764705882,0,0,7.75,0,0,1,0,1,0,1,0,0
792,16.0,0,0,26.0,0,1,0,0,1,0,0,1,0
793,29.69911764705882,8,2,69.55,0,0,1,1,0,0,0,1,0
794,29.69911764705882,0,0,30.6958,1,0,0,0,1,1,0,0,0
795,25.0,0,0,7.8958,0,0,1,0,1,0,0,1,0
796,39.0,0,0,13.0,0,1,0,0,1,0,0,1,0
797,49.0,0,0,25.9292,1,0,0,1,0,0,0,1,1
798,31.0,0,0,8.6833,0,0,1,1,0,0,0,1,1
799,30.0,0,0,7.2292,0,0,1,0,1,1,0,0,0
800,30.0,1,1,24.15,0,0,1,1,0,0,0,1,0
801,34.0,0,0,13.0,0,1,0,0,1,0,0,1,0
802,31.0,1,1,26.25,0,1,0,1,0,0,0,1,1
803,11.0,1,2,120.0,1,0,0,0,1,0,0,1,1
804,0.42,0,1,8.5167,0,0,1,0,1,1,0,0,1
805,27.0,0,0,6.975,0,0,1,0,1,0,0,1,1
806,31.0,0,0,7.775,0,0,1,0,1,0,0,1,0
807,39.0,0,0,0.0,1,0,0,0,1,0,0,1,0
808,18.0,0,0,7.775,0,0,1,1,0,0,0,1,0
809,39.0,0,0,13.0,0,1,0,0,1,0,0,1,0
810,33.0,1,0,53.1,1,0,0,1,0,0,0,1,1
811,26.0,0,0,7.8875,0,0,1,0,1,0,0,1,0
812,39.0,0,0,24.15,0,0,1,0,1,0,0,1,0
813,35.0,0,0,10.5,0,1,0,0,1,0,0,1,0
814,6.0,4,2,31.275,0,0,1,1,0,0,0,1,0
815,30.5,0,0,8.05,0,0,1,0,1,0,0,1,0
816,29.69911764705882,0,0,0.0,1,0,0,0,1,0,0,1,0
817,23.0,0,0,7.925,0,0,1,1,0,0,0,1,0
818,31.0,1,1,37.0042,0,1,0,0,1,1,0,0,0
819,43.0,0,0,6.45,0,0,1,0,1,0,0,1,0
820,10.0,3,2,27.9,0,0,1,0,1,0,0,1,0
821,52.0,1,1,93.5,1,0,0,1,0,0,0,1,1
822,27.0,0,0,8.6625,0,0,1,0,1,0,0,1,1
823,38.0,0,0,0.0,1,0,0,0,1,0,0,1,0
824,27.0,0,1,12.475,0,0,1,1,0,0,0,1,1
825,2.0,4,1,39.6875,0,0,1,0,1,0,0,1,0
826,29.69911764705882,0,0,6.95,0,0,1,0,1,0,1,0,0
827,29.69911764705882,0,0,56.4958,0,0,1,0,1,0,0,1,0
828,1.0,0,2,37.0042,0,1,0,0,1,1,0,0,1
829,29.69911764705882,0,0,7.75,0,0,1,0,1,0,1,0,1
830,62.0,0,0,80.0,1,0,0,1,0,0,0,1,1
831,15.0,1,0,14.4542,0,0,1,1,0,1,0,0,1
832,0.83,1,1,18.75,0,1,0,0,1,0,0,1,1
833,29.69911764705882,0,0,7.2292,0,0,1,0,1,1,0,0,0
834,23.0,0,0,7.8542,0,0,1,0,1,0,0,1,0
835,18.0,0,0,8.3,0,0,1,0,1,0,0,1,0
836,39.0,1,1,83.1583,1,0,0,1,0,1,0,0,1
837,21.0,0,0,8.6625,0,0,1,0,1,0,0,1,0
838,29.69911764705882,0,0,8.05,0,0,1,0,1,0,0,1,0
839,32.0,0,0,56.4958,0,0,1,0,1,0,0,1,1
840,29.69911764705882,0,0,29.7,1,0,0,0,1,1,0,0,1
841,20.0,0,0,7.925,0,0,1,0,1,0,0,1,0
842,16.0,0,0,10.5,0,1,0,0,1,0,0,1,0
843,30.0,0,0,31.0,1,0,0,1,0,1,0,0,1
844,34.5,0,0,6.4375,0,0,1,0,1,1,0,0,0
845,17.0,0,0,8.6625,0,0,1,0,1,0,0,1,0
846,42.0,0,0,7.55,0,0,1,0,1,0,0,1,0
847,29.69911764705882,8,2,69.55,0,0,1,0,1,0,0,1,0
848,35.0,0,0,7.8958,0,0,1,0,1,1,0,0,0
849,28.0,0,1,33.0,0,1,0,0,1,0,0,1,0
850,29.69911764705882,1,0,89.1042,1,0,0,1,0,1,0,0,1
851,4.0,4,2,31.275,0,0,1,0,1,0,0,1,0
852,74.0,0,0,7.775,0,0,1,0,1,0,0,1,0
853,9.0,1,1,15.2458,0,0,1,1,0,1,0,0,0
854,16.0,0,1,39.4,1,0,0,1,0,0,0,1,1
855,44.0,1,0,26.0,0,1,0,1,0,0,0,1,0
856,18.0,0,1,9.35,0,0,1,1,0,0,0,1,1
857,45.0,1,1,164.8667,1,0,0,1,0,0,0,1,1
858,51.0,0,0,26.55,1,0,0,0,1,0,0,1,1
859,24.0,0,3,19.2583,0,0,1,1,0,1,0,0,1
860,29.69911764705882,0,0,7.2292,0,0,1,0,1,1,0,0,0
861,41.0,2,0,14.1083,0,0,1,0,1,0,0,1,0
862,21.0,1,0,11.5,0,1,0,0,1,0,0,1,0
863,48.0,0,0,25.9292,1,0,0,1,0,0,0,1,1
864,29.69911764705882,8,2,69.55,0,0,1,1,0,0,0,1,0
865,24.0,0,0,13.0,0,1,0,0,1,0,0,1,0
866,42.0,0,0,13.0,0,1,0,1,0,0,0,1,1
867,27.0,1,0,13.8583,0,1,0,1,0,1,0,0,1
868,31.0,0,0,50.4958,1,0,0,0,1,0,0,1,0
869,29.69911764705882,0,0,9.5,0,0,1,0,1,0,0,1,0
870,4.0,1,1,11.1333,0,0,1,0,1,0,0,1,1
871,26.0,0,0,7.8958,0,0,1,0,1,0,0,1,0
872,47.0,1,1,52.5542,1,0,0,1,0,0,0,1,1
873,33.0,0,0,5.0,1,0,0,0,1,0,0,1,0
874,47.0,0,0,9.0,0,0,1,0,1,0,0,1,0
875,28.0,1,0,24.0,0,1,0,1,0,1,0,0,1
876,15.0,0,0,7.225,0,0,1,1,0,1,0,0,1
877,20.0,0,0,9.8458,0,0,1,0,1,0,0,1,0
878,19.0,0,0,7.8958,0,0,1,0,1,0,0,1,0
879,29.69911764705882,0,0,7.8958,0,0,1,0,1,0,0,1,0
880,56.0,0,1,83.1583,1,0,0,1,0,1,0,0,1
881,25.0,0,1,26.0,0,1,0,1,0,0,0,1,1
882,33.0,0,0,7.8958,0,0,1,0,1,0,0,1,0
883,22.0,0,0,10.5167,0,0,1,1,0,0,0,1,0
884,28.0,0,0,10.5,0,1,0,0,1,0,0,1,0
885,25.0,0,0,7.05,0,0,1,0,1,0,0,1,0
886,39.0,0,5,29.125,0,0,1,1,0,0,1,0,0
887,27.0,0,0,13.0,0,1,0,0,1,0,0,1,0
888,19.0,0,0,30.0,1,0,0,1,0,0,0,1,1
889,29.69911764705882,1,2,23.45,0,0,1,1,0,0,0,1,0
890,26.0,0,0,30.0,1,0,0,0,1,1,0,0,1
891,32.0,0,0,7.75,0,0,1,0,1,0,1,0,0
